minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
78,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,50.000389,49.994682,49.979461,49.957040,49.931972,49.897107,49.853048,49.808151,50.166739,75.289869,141.600925,148.685419,49.993418,49.958756,49.897914,49.829346,81.839230,147.793072,4.031448
79,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.000183,49.997014,49.982351,49.960592,49.938363,49.902256,49.862761,49.815820,49.924419,65.737727,134.531591,148.650331,49.995119,49.962740,49.904655,49.824583,74.438998,146.577647,4.031462
80,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.000337,49.998773,49.985019,49.964811,49.943923,49.907886,49.872170,49.823252,49.832020,59.072291,124.370224,148.491665,49.996777,49.966640,49.911231,49.828627,67.908158,144.496885,4.031453
81,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.000523,50.000179,49.987914,49.969539,49.948718,49.914333,49.880765,49.830996,49.803592,54.829802,111.827275,147.959698,49.998371,49.970542,49.917646,49.835944,62.466034,141.331642,4.031445
82,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.000711,50.001423,49.991273,49.974402,49.953012,49.921559,49.888398,49.839521,49.800238,52.346954,98.290519,146.567037,49.999861,49.974534,49.923938,49.844330,58.207641,136.984792,4.031437
83,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.000900,50.002544,49.994901,49.979043,49.957155,49.929186,49.895242,49.848971,49.805638,51.002816,85.328386,143.609730,50.001220,49.978655,49.930166,49.852987,55.087575,131.501389,4.031429
84,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.001089,50.003561,49.998402,49.983296,49.961501,49.936706,49.901689,49.859093,49.813555,50.327472,74.180640,138.366583,50.002459,49.982879,49.936381,49.861674,52.948806,125.040685,4.031420
85,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.001278,50.004592,50.001525,49.987242,49.966294,49.943723,49.908211,49.869382,49.822004,50.013146,65.480938,130.427337,50.003609,49.987134,49.942618,49.870360,51.576605,117.826444,4.031412
86,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.001466,50.005680,50.004249,49.991143,49.971571,49.950076,49.915203,49.879312,49.830679,49.879480,59.266474,119.971069,50.004707,49.991338,49.948878,49.879068,50.752007,110.103713,4.031404
87,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,50.002972,50.007052,50.005225,49.991828,49.971923,49.950174,49.915132,49.878545,49.830204,49.914138,60.762322,122.525237,50.006073,49.991954,49.948993,49.878587,50.952879,112.002834,4.031336
88,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,50.004472,50.008374,50.006127,49.992459,49.972249,49.950182,49.915037,49.877703,49.829696,49.959485,62.401344,124.936321,50.007386,49.992515,49.949057,49.878056,51.185355,113.870273,4.031266
89,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,50.005943,50.009647,50.006955,49.993033,49.972550,49.950102,49.914913,49.876794,49.829161,50.018047,64.183442,127.200523,50.008644,49.993022,49.949071,49.877474,51.452464,115.703002,4.031196
90,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,50.007372,50.010869,50.007709,49.993547,49.972825,49.949936,49.914753,49.875824,49.828613,50.092764,66.106648,129.316062,50.009847,49.993475,49.949033,49.876842,51.757233,117.497997,4.031127
91,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,50.008754,50.012041,50.008391,49.993999,49.973073,49.949687,49.914554,49.874800,49.828073,50.187011,68.167091,131.283002,50.010993,49.993876,49.948943,49.876159,52.102646,119.252272,4.031061
